gene,score
MIR211,0.0
MIR212,0.0
MIR214,0.0
MIR215,0.0
MIR216A,0.0
MIR217,0.0
MIR218-1,0.0
MIR218-2,0.0
MIR219A1,0.0
MIR221,0.0
MIR222,0.0
MIR223,0.0
MIR224,0.0
MIR200B,0.0
MIR203A,0.0
MIR199B,0.0
MIR199A2,0.0
MIR7-3,0.0
MIR129-1,0.0
MIR148A,0.0
MIR30C2,0.0
MIR30D,0.0
MIR139,0.0
MIR147A,0.0
MIR7-1,0.0
MIR10A,0.0
MIR196A2,0.0
MIR10B,0.0
MIR34A,0.0
MIR181A2,0.0
MIR181B1,0.0
MIR182,0.0
MIR183,0.0
MIR187,0.0
MIR302D,0.0
MIR376C,0.0
LOC284788,0.0
MIR504,0.0
MIR518D,0.0
MIR516B1,0.0
MIR518A2,0.0
MIR517C,0.0
MIR520H,0.0
MIR521-1,0.0
MIR522,0.0
MIR519A1,0.0
MIR527,0.0
MIR516A1,0.0
MIR516A2,0.0
MIR519A2,0.0
MIR499A,0.0
MIR500A,0.0
MIR501,0.0
MIR502,0.0
MIR450A2,0.0
MIR518A1,0.0
MIR518E,0.0
MIR526A2,0.0
MIR520C,0.0
MIR519B,0.0
MIR525,0.0
MIR523,0.0
MIR518F,0.0
MIR520B,0.0
MIR518B,0.0
MIR526A1,0.0
MIR518C,0.0
MIR516B2,0.0
MIR524,0.0
MIR517A,0.0
MIR519D,0.0
MIR521-2,0.0
MIR520D,0.0
MIR517B,0.0
MIR520G,0.0
MIR503,0.0
MIR505,0.0
MIR520A,0.0
MIR513A1,0.0
MIR92B,0.0
MIR555,0.0
MIR556,0.0
MIR557,0.0
MIR558,0.0
MIR559,0.0
MIR561,0.0
MIR562,0.0
MIR563,0.0
MIR564,0.0
MIR567,0.0
MIR568,0.0
MIR551B,0.0
MIR569,0.0
MIR570,0.0
MIR571,0.0
MIR572,0.0
MIR554,0.0
MIR553,0.0
MIR552,0.0
MIR514A2,0.0
MIR513A2,0.0
MIR506,0.0
MIR507,0.0
MIR508,0.0
MIR509-1,0.0
MIR510,0.0
MIR514A1,0.0
MIR514A3,0.0
MIR551A,0.0
MIR532,0.0
MIR455,0.0
MIR539,0.0
MIR544A,0.0
MIR545,0.0
MIR376A2,0.0
MIR487B,0.0
MIR526B,0.0
MIR519C,0.0
MIR369,0.0
MIR20B,0.0
MIR151A,0.0
MIR135B,0.0
MIR148B,0.0
MIR331,0.0
MIR324,0.0
MIR338,0.0
MIR339,0.0
MIR335,0.0
MIR133B,0.0
MIR325,0.0
MIR345,0.0
MIR346,0.0
MIR384,0.0
MIR196B,0.0
MIR422A,0.0
MIR423,0.0
MIR424,0.0
MIR326,0.0
MIR323A,0.0
MIR337,0.0
MIR378A,0.0
MIR370,0.0
MIR371A,0.0
MIR372,0.0
MIR373,0.0
MIR375,0.0
MIR376A1,0.0
MIR377,0.0
MIR379,0.0
MIR342,0.0
MIR380,0.0
MIR381,0.0
MIR382,0.0
MIR383,0.0
MIR340,0.0
MIR330,0.0
MIR328,0.0
MIR18B,0.0
MIR448,0.0
MIR515-2,0.0
MIR429,0.0
MIR146B,0.0
MIR202,0.0
MIR493,0.0
MIR432,0.0
MIR494,0.0
MIR495,0.0
MIR496,0.0
MIR193B,0.0
MIR497,0.0
MIR181D,0.0
MIR512-1,0.0
MIR512-2,0.0
MIR498,0.0
MIR520E,0.0
MIR515-1,0.0
MIR519E,0.0
MIR520F,0.0
MIR491,0.0
MIR490,0.0
MIR489,0.0
MIR452,0.0
MIR449A,0.0
MIR450A1,0.0
MIR431,0.0
MIR433,0.0
MIR329-1,0.0
MIR329-2,0.0
MIR451A,0.0
MIR409,0.0
MIR488,0.0
MIR412,0.0
MIR410,0.0
MIR376B,0.0
MIR483,0.0
MIR484,0.0
MIR486-1,0.0
MIR487A,0.0
MIR19B1,0.0
MIR19A,0.0
MIR18A,0.0
LINC02447,0.0
SMPD1,0.0
MTHFD2,0.0
LOC100129034,0.0
LOC653653,0.0
LINC00910,0.0
LOC644669,0.0
LINC00674,0.0
AVPR2,0.0
FAM27C,0.0
FAM27B,0.0
LL22NC03-63E9.3,0.0
TATDN1,0.0
LINC01124,0.0
LOC100131532,0.0
ARRDC3-AS1,0.0
LOC283788,0.0
IP6K2,0.0
GFOD2,0.0
GORAB,0.0
TJAP1,0.0
ZNRF2P2,0.0
SND1-IT1,0.0
LINC00696,0.0
GPR158-AS1,0.0
URAHP,0.0
H2BP1,0.0
TPI1P3,0.0
LINC00173,0.0
LSP1P5,0.0
INTS4P2,0.0
LINC00592,0.0
RHNO1,0.0
POP4,0.0
NKAIN3-IT1,0.0
GUSBP3,0.0
LINC01003,0.0
SLC15A3,0.0
LOC100272217,0.0
B3GNT10,0.0
LOC153910,0.0
MAN1B1-DT,0.0
SHLD2P1,0.0
SHLD2P3,0.0
SPATA5L1,0.0
ADAM9,0.0
DCAF13P3,0.0
C15orf40,0.0
KLF6,0.0
SMAD6,0.0
BACH1,0.0
RNF170,0.0
UGGT1,0.0
ADARB1,0.0
BRCA1,0.0
RPAIN,0.0
CERKL,0.0
PHF1,0.0
TAPT1-AS1,0.0
SCGB1B2P,0.0
CCNDBP1,0.0
FAM133CP,0.0
AIFM3,0.0
FAM186B,0.0
LINC01348,0.0
LINC00893,0.0
LINC00894,0.0
LINC00221,0.0
SYT14,0.0
RRN3P3,0.0
CTAGE11P,0.0
MST1P2,0.0
LINC01138,0.0
ULK4P2,0.0
LOC440173,0.0
LOC642929,0.0
ZNF876P,0.0
BCDIN3D-AS1,0.0
LOC100133050,0.0
LINC00906,0.0
MGC27382,0.0
MIR17,0.0
LSP1P4,0.0
LINC02716,0.0
ZSCAN18,0.0
TNFRSF10B,0.0
DENND10P1,0.0
LOC440895,0.0
LINC00469,0.0
MIR7-3HG,0.0
ZFR2,0.0
RPL21P44,0.0
SMG1P1,0.0
SMG1P3,0.0
TUBBP5,0.0
TMPO-AS1,0.0
SNHG29,0.0
LINC01101,0.0
JMJD1C-AS1,0.0
LINC00685,0.0
LINC00924,0.0
NKAPP1,0.0
LINC01547,0.0
LINC01845,0.0
SYT14P1,0.0
LINC00486,0.0
LINC00606,0.0
LINC00620,0.0
LINC00698,0.0
TENM3-AS1,0.0
LOC285593,0.0
LINC02112,0.0
SLC25A48-AS1,0.0
PHACTR2-AS1,0.0
LINC01622,0.0
INHBA-AS1,0.0
HSD52,0.0
SHROOM4,0.0
KTN1-AS1,0.0
LINC01734,0.0
LOC728743,0.0
ZNF529,0.0
GCSAML-AS1,0.0
LOC730668,0.0
LINC02731,0.0
LOC344967,0.0
FAM230C,0.0
USP17L6P,0.0
SAE1,0.0
LOC399815,0.0
ARHGAP27P2,0.0
FLVCR1-DT,0.0
LOC341056,0.0
SSR4P1,0.0
BMS1P20,0.0
FAM201A,0.0
HOMER3,0.0
LINC00662,0.0
XPA,0.0
TRIB2,0.0
BORCS8-MEF2B,0.0
SRRM2-AS1,0.0
LINC00479,0.0
ANKRD20A11P,0.0
BASP1-AS1,0.0
UMODL1-AS1,0.0
LINC01106,0.0
LINC00305,0.0
LINC00314,0.0
ANKRD26P3,0.0
TTC41P,0.0
LINC01126,0.0
LINC00671,0.0
SEPTIN7P9,0.0
TREML3P,0.0
LOC400710,0.0
RBM12B-AS1,0.0
RN7SL2,0.0
POLE3,0.0
ARHGAP5-AS1,0.0
LINC00310,0.0
NOP56,0.0
CDK10,0.0
EPB41L4A-DT,0.0
ZNF833P,0.0
PDIA5,0.0
ATXN3,0.0
LOC100303749,0.0
SLC25A26,0.0
RBMX,0.0
ADORA2A-AS1,0.0
TMEM41B,0.0
CFL1P1,0.0
LYRM2,0.0
OSTCP1,0.0
LDHA,0.0
MIR22HG,0.0
NF1P2,0.0
TYRO3P,0.0
TAAR3P,0.0
PITPNA-AS1,0.0
G6PC3,0.0
SMIM5,0.0
AMT,0.0
APOC1P1,0.0
GGNBP1,0.0
FAM183BP,0.0
LOC100287704,0.0
LOC100287834,0.0
PTMAP11,0.0
LINC02145,0.0
MRPL30,0.0
TMEM30CP,0.0
PCNA-AS1,0.0
LINC00207,0.0
FAS-AS1,0.0
SNORA80B,0.0
NCRUPAR,0.0
LOC375196,0.0
FUS,0.0
PACRG-AS1,0.0
KAT14,0.0
ECI2,0.0
SRD5A1P1,0.0
OR5E1P,0.0
LOC100133315,0.0
LOC650226,0.0
RNU12,0.0
MAP2K4P1,0.0
LST1,0.0
COX7A2,0.0
SNRPC,0.0
MIRLET7A1,0.0
MIRLET7A2,0.0
MIRLET7A3,0.0
MIRLET7B,0.0
MIRLET7C,0.0
MIRLET7D,0.0
MIRLET7E,0.0
MIRLET7F1,0.0
MIRLET7F2,0.0
MIR15A,0.0
MIR16-1,0.0
SHMT2,0.0
MFNG,0.0
LOC100133091,0.0
PARGP1,0.0
SH3RF3-AS1,0.0
LEF1-AS1,0.0
WDR83,0.0
NDUFAF5,0.0
LOC100289511,0.0
OTX2-AS1,0.0
DEFA10P,0.0
LOC100134317,0.0
LOC389765,0.0
LOC284412,0.0
IGLL3P,0.0
CCT7,0.0
LOC643406,0.0
RPL23AP87,0.0
LOC642361,0.0
TOLLIP-AS1,0.0
TRIM53AP,0.0
LINC00632,0.0
LINC01098,0.0
PARD6G-AS1,0.0
BCAP29,0.0
HAT1,0.0
BAX,0.0
AFDN-DT,0.0
LINC00336,0.0
CALB2,0.0
AKR1C8P,0.0
CTSL3P,0.0
CCDC62,0.0
COL6A4P1,0.0
CLLU1,0.0
COX11,0.0
TIPARP-AS1,0.0
RASAL2-AS1,0.0
NBEAP1,0.0
NHEG1,0.0
RDM1,0.0
BTN2A3P,0.0
MIR99AHG,0.0
SERHL,0.0
HCCAT5,0.0
ACTR3BP2,0.0
BIN3-IT1,0.0
TTC31,0.0
FAM20A,0.0
ALDH1L2,0.0
HHATL,0.0
CEACAM22P,0.0
CSF2RA,0.0
SAT1,0.0
RBM34,0.0
DPPA2P3,0.0
TNIK,0.0
PLEKHM1,0.0
PMS2P5,0.0
TTLL1,0.0
HMGXB4,0.0
CREBZF,0.0
HCG9,0.0
CASTOR3,0.0
TCL6,0.0
GUCY2GP,0.0
KCNMB3,0.0
KALRN,0.0
SLC26A4-AS1,0.0
SPATA41,0.0
PCNAP1,0.0
GABARAPL3,0.0
LINC00029,0.0
UXT-AS1,0.0
DUBR,0.0
LINC00882,0.0
BABAM2-AS1,0.0
SLC5A6,0.0
ST20-AS1,0.0
LOC284009,0.0
FAM27E5,0.0
CFL2,0.0
DCAF8,0.0
GRM8,0.0
RAB2B,0.0
IGF2-AS,0.0
NGRN,0.0
PLCXD1,0.0
PMS2P3,0.0
GCC2,0.0
LINC00552,0.0
OR4N3P,0.0
ZSCAN12,0.0
THUMPD2,0.0
FAM172A,0.0
FAM41AY1,0.0
FAM41AY2,0.0
UFSP2,0.0
NXF5,0.0
PAXIP1-AS1,0.0
LPAL2,0.0
MIR573,0.0
MIR574,0.0
MIR575,0.0
MYNN,0.0
IFT27,0.0
LINC02532,0.0
AGA,0.0
STX8,0.0
STAT6,0.0
SCAMP5,0.0
CSF3,0.0
EPOR,0.0
GYG2P1,0.0
ARMCX6,0.0
NUP62CL,0.0
CARD8,0.0
PEF1,0.0
ZNF436-AS1,0.0
NDUFA2,0.0
FNTA,0.0
FMR1,0.0
NT5C3B,0.0
TCF7,0.0
PAM,0.0
MKRN9P,0.0
PDHB,0.0
TYROBP,0.0
DDX12P,0.0
CSNK1G2-AS1,0.0
CTSLP8,0.0
CTSLP2,0.0
FBXW4P1,0.0
SH3GL1P1,0.0
PHF14,0.0
SLC29A3,0.0
CCT6P3,0.0
SH3GL1P2,0.0
DHFRP3,0.0
DNAJA1P5,0.0
ARL13B,0.0
UMPS,0.0
AIF1L,0.0
VAMP4,0.0
CD99P1,0.0
TP73-AS1,0.0
BASP1P1,0.0
TEX21P,0.0
DNM1P41,0.0
SPRNP1,0.0
DOC2GP,0.0
DSTNP2,0.0
MIR4453HG,0.0
OPN5,0.0
CYP3A5,0.0
DLST,0.0
ALS2CL,0.0
RXRG,0.0
SNRPD2P2,0.0
KDM4A-AS1,0.0
MIR4500HG,0.0
MIR2052HG,0.0
LINC01121,0.0
ROCK1P1,0.0
ASB9P1,0.0
TMED11P,0.0
LOC440300,0.0
VAMP7,0.0
SNX7,0.0
SCML2,0.0
DNAJC19,0.0
CRYBB2P1,0.0
REREP3,0.0
TMPRSS11GP,0.0
CES1P2,0.0
FOXP2,0.0
ATP5ME,0.0
DMKN,0.0
LOC644189,0.0
LRRC37A11P,0.0
CBX3P2,0.0
MICOS10,0.0
ATP5MG,0.0
LINC01194,0.0
LINC01623,0.0
MIR1908,0.0
SLC25A21-AS1,0.0
MIR711,0.0
MIR718,0.0
HCP5B,0.0
ZIC4,0.0
PDZD3,0.0
NDC1,0.0
TMEM135,0.0
PLA2G4F,0.0
GALNTL5,0.0
FRMPD2B,0.0
LINC01848,0.0
MIB2,0.0
C1orf220,0.0
PIN4,0.0
CCDC59,0.0
ZFAND1,0.0
HOXB-AS3,0.0
MIR2278,0.0
MIR2277,0.0
MIR2276,0.0
MIR1976,0.0
MIR1910,0.0
MIR1911,0.0
MIR1912,0.0
MIR1913,0.0
MIR1914,0.0
MIR1915,0.0
MIR1973,0.0
MIR2052,0.0
MIR548Q,0.0
MIR2053,0.0
MIR2054,0.0
MIR2110,0.0
MIR2114,0.0
MIR2115,0.0
MIR2116,0.0
MIR2117,0.0
STRBP,0.0
PET100,0.0
LMCD1-AS1,0.0
UBAP1,0.0
NSUN5P1,0.0
NSUN5P2,0.0
KLHL7,0.0
TMEM70,0.0
SNORA70G,0.0
SNORA70D,0.0
FAAP100,0.0
LOC100379224,0.0
PSCA,0.0
SLC38A6,0.0
BOK-AS1,0.0
SNORA70E,0.0
RAI2,0.0
ATG12,0.0
CDRT7,0.0
LINC00226,0.0
LINC00222,0.0
CSN1S2BP,0.0
SNORA70F,0.0
RAB17,0.0
XAGE1B,0.0
LOC729080,0.0
LOC641746,0.0
GCSHP3,0.0
GCSH,0.0
LYPLA2P2,0.0
XAGE1A,0.0
DTYMK,0.0
ZEB2,0.0
SNORD103B,0.0
MIR1-1HG-AS1,0.0
WASH5P,0.0
LOC100335030,0.0
NUDT16,0.0
FUZ,0.0
FAM114A1,0.0
SNORD118,0.0
FZD10-AS1,0.0
PIGA,0.0
LINC00309,0.0
LINC00996,0.0
LINC01913,0.0
RNF144A-AS1,0.0
LOC729970,0.0
LOC100129148,0.0
MCF2L-AS1,0.0
LOC100130298,0.0
LOC100132741,0.0
LINC00891,0.0
LINC00880,0.0
SRSF6,0.0
WDR86-AS1,0.0
LINC01135,0.0
LINC01502,0.0
TP53TG3HP,0.0
GUSBP15,0.0
LINC02579,0.0
CSTF3-DT,0.0
LOC389247,0.0
TNFSF10,0.0
LOC100129138,0.0
LINC00994,0.0
SLC2A1-AS1,0.0
GUSBP9,0.0
PLCE1-AS1,0.0
LINC02372,0.0
PAX6-AS1,0.0
LINC02709,0.0
LINC02111,0.0
HAGLR,0.0
NAV2-AS4,0.0
LRRC8C-DT,0.0
LINC01801,0.0
LINC01538,0.0
LINC02167,0.0
LINC00642,0.0
LINC02393,0.0
LINC02389,0.0
LOC100289361,0.0
LOC100288748,0.0
LOC158435,0.0
LOC100130452,0.0
LINC01197,0.0
JAZF1-AS1,0.0
NCAM1-AS1,0.0
LINC01260,0.0
CRNDE,0.0
LOC257396,0.0
TRAF3IP2-AS1,0.0
DNAJC27-AS1,0.0
STXBP5-AS1,0.0
LINC00460,0.0
CKMT2-AS1,0.0
C10orf143,0.0
LINC01191,0.0
ST8SIA6-AS1,0.0
LOC100499194,0.0
LINC00272,0.0
LINC02864,0.0
BCAR3-AS1,0.0
DDX11L9,0.0
CCDC18-AS1,0.0
LOC100131635,0.0
LINC00582,0.0
LGALS8-AS1,0.0
SRSF1,0.0
LINC01097,0.0
LINC00692,0.0
PSMD1,0.0
CASP12,0.0
SRPK1,0.0
LINC00885,0.0
SARS1,0.0
CASP17P,0.0
USP3-AS1,0.0
IGFBP7-AS1,0.0
LOC100130950,0.0
VAC14-AS1,0.0
LRRC37A5P,0.0
EIF1B-AS1,0.0
LINC02483,0.0
HRAT92,0.0
FLJ42969,0.0
LOC392232,0.0
HNRNPKP3,0.0
LINC01060,0.0
FLJ20021,0.0
LINC00954,0.0
LINC00944,0.0
SPATA3-AS1,0.0
LINC01115,0.0
LINC02774,0.0
POTEKP,0.0
RAD21-AS1,0.0
LINC01141,0.0
LOC284344,0.0
LINC00544,0.0
LINC01252,0.0
ANKRD30BP3,0.0
TBC1D3P5,0.0
LOC390705,0.0
LINC01235,0.0
LINC00971,0.0
EDRF1-DT,0.0
GSEC,0.0
LINC00163,0.0
LOC200772,0.0
TMEM72-AS1,0.0
LRRC77P,0.0
LINC02052,0.0
DDC-AS1,0.0
FAM83H-AS1,0.0
LOC574538,0.0
WDR11-AS1,0.0
SERPINB9P1,0.0
LOC283194,0.0
LOC283335,0.0
FLJ43315,0.0
BMS1P21,0.0
LINC00535,0.0
LINC01299,0.0
LINC02153,0.0
FLJ46906,0.0
LINC00605,0.0
FENDRR,0.0
LOC389641,0.0
LINC00884,0.0
LINC01085,0.0
MRPL45P2,0.0
DCTN1,0.0
LOC100132077,0.0
SCOC-AS1,0.0
LINC00619,0.0
LOC100129620,0.0
ARHGEF34P,0.0
LINC02026,0.0
LINC01192,0.0
LIMD1-AS1,0.0
LINC00842,0.0
LSP1P3,0.0
CXXC1P1,0.0
CASC16,0.0
EPHA1-AS1,0.0
LOC100288069,0.0
LINC01019,0.0
F11-AS1,0.0
CCAR2,0.0
MED15P9,0.0
DHX35,0.0
LOC442132,0.0
FRG1JP,0.0
ECRP,0.0
LINC01625,0.0
TFAP2A-AS1,0.0
LOC100129316,0.0
LOC100128593,0.0
LINC00254,0.0
ORC2,0.0
LINC00977,0.0
LINC00290,0.0
MIR1909,0.0
MIR1827,0.0
MIR576,0.0
MIR541,0.0
MIR769,0.0
MIR766,0.0
MIR802,0.0
MIR765,0.0
MIR770,0.0
MIR675,0.0
MIR298,0.0
MIR891A,0.0
MIR300,0.0
VTRNA2-1,0.0
MIR892A,0.0
MIR509-2,0.0
MIR450B,0.0
MIR874,0.0
MIR890,0.0
MIR891B,0.0
MIR888,0.0
MIR454,0.0
MIR1224,0.0
MIR767,0.0
MIR549A,0.0
MIR663A,0.0
MIR449B,0.0
MIR653,0.0
MIR411,0.0
MIR654,0.0
MIR655,0.0
MIR656,0.0
MIR657,0.0
MIR668,0.0
MIR658,0.0
MIR659,0.0
MIR660,0.0
MIR421,0.0
MIR542,0.0
MIR758,0.0
MIR671,0.0
MIR892B,0.0
MIR889,0.0
MIR662,0.0
MIR875,0.0
MIR509-3,0.0
MIR933,0.0
MIR934,0.0
MIR935,0.0
MIR937,0.0
MIR938,0.0
MIR939,0.0
MIR940,0.0
MIR941-1,0.0
MIR941-2,0.0
MIR941-3,0.0
MIR942,0.0
MIR943,0.0
MIR944,0.0
MIR297,0.0
MIR1225,0.0
TRAPPC1,0.0
MIR924,0.0
MIR922,0.0
MIR921,0.0
MIR887,0.0
MIR876,0.0
MIR708,0.0
MIR147B,0.0
MIR190B,0.0
MIR744,0.0
MIR885,0.0
MIR877,0.0
MIR665,0.0
MIR920,0.0
MIR873,0.0
MIR543,0.0
MIR374B,0.0
MIR760,0.0
MIR301B,0.0
MIR216B,0.0
MIR208B,0.0
MIR548D2,0.0
MIR661,0.0
MIR1825,0.0
MIR610,0.0
MIR592,0.0
MIR593,0.0
MIR595,0.0
MIR596,0.0
MIR597,0.0
MIR598,0.0
MIR599,0.0
MIR548A3,0.0
MIR600,0.0
MIR601,0.0
MIR602,0.0
MIR603,0.0
MIR604,0.0
MIR605,0.0
MIR606,0.0
MIR607,0.0
MIR608,0.0
MIR591,0.0
MIR590,0.0
MIR550A2,0.0
MIR584,0.0
MIR577,0.0
MIR578,0.0
MIR579,0.0
MIR580,0.0
MIR581,0.0
MIR582,0.0
MIR583,0.0
MIR585,0.0
MIR550A1,0.0
MIR548A1,0.0
MIR586,0.0
MIR587,0.0
MIR548B,0.0
MIR588,0.0
MIR548A2,0.0
MIR589,0.0
MIR609,0.0
MIR611,0.0
MIR548D1,0.0
MIR612,0.0
MIR635,0.0
MIR636,0.0
MIR637,0.0
MIR638,0.0
MIR639,0.0
MIR640,0.0
MIR641,0.0
MIR642A,0.0
MIR643,0.0
MIR644A,0.0
MIR645,0.0
MIR646,0.0
MIR647,0.0
MIR648,0.0
MIR649,0.0
MIR651,0.0
MIR652,0.0
MIR633,0.0
MIR632,0.0
MIR33B,0.0
MIR620,0.0
MIR613,0.0
MIR614,0.0
MIR616,0.0
MIR548C,0.0
MIR617,0.0
MIR618,0.0
MIR619,0.0
MIR621,0.0
MIR631,0.0
MIR623,0.0
MIR624,0.0
MIR625,0.0
MIR626,0.0
MIR627,0.0
MIR628,0.0
MIR630,0.0
MIR629,0.0
FAM104B,0.0
RCC1,0.0
MIR1276,0.0
MIR548G,0.0
MIR1261,0.0
MIR1262,0.0
MIR1263,0.0
MIR548N,0.0
MIR548M,0.0
MIR1265,0.0
MIR548O,0.0
MIR1266,0.0
MIR1267,0.0
MIR1268A,0.0
MIR1269A,0.0
MIR1272,0.0
MIR548H1,0.0
MIR548H2,0.0
MIR548H3,0.0
MIR548H4,0.0
MIR1260A,0.0
MIR1258,0.0
MIR1256,0.0
MIR548F5,0.0
MIR1304,0.0
MIR1305,0.0
MIR1243,0.0
MIR548F1,0.0
MIR548F2,0.0
MIR548F3,0.0
MIR548F4,0.0
MIR1245A,0.0
MIR1255A,0.0
MIR1246,0.0
MIR1247,0.0
MIR1248,0.0
MIR1249,0.0
MIR1250,0.0
MIR1251,0.0
MIR1253,0.0
MIR1275,0.0
MIR302E,0.0
TLR8-AS1,0.0
MIR302F,0.0
MIR513B,0.0
MIR513C,0.0
MIR1321,0.0
MIR1322,0.0
MIR1197,0.0
MIR1324,0.0
MIR1469,0.0
MIR1470,0.0
MIR1471,0.0
MIR1537,0.0
MIR1538,0.0
MIR1539,0.0
MIR103B1,0.0
MIR103B2,0.0
MIR320D1,0.0
MIR320C2,0.0
MIR320D2,0.0
MIR1307,0.0
MIR1306,0.0
MIR664A,0.0
MIR1279,0.0
MIR1277,0.0
MIR548P,0.0
MIR548I1,0.0
MIR548I2,0.0
MIR548I3,0.0
MIR548I4,0.0
MIR1278,0.0
MIR1281,0.0
MIR1255B2,0.0
MIR1282,0.0
MIR1283-2,0.0
MIR1284,0.0
MIR1288,0.0
MIR1292,0.0
MIR1252,0.0
MIR1255B1,0.0
MIR1303,0.0
MIR1302-8,0.0
MIR1302-7,0.0
MIR1302-6,0.0
MIR1185-2,0.0
MIR449C,0.0
MIR1283-1,0.0
MIR320B2,0.0
MIR1185-1,0.0
MIR762,0.0
MIR670,0.0
MIR1298,0.0
MIR2113,0.0
MIR761,0.0
MIR764,0.0
MIR759,0.0
MIR1178,0.0
MIR1179,0.0
MIR1180,0.0
MIR1181,0.0
MIR1182,0.0
MIR1301,0.0
MIR1271,0.0
MIR1323,0.0
MIR936,0.0
LOC440910,0.0
WFDC21P,0.0
TTC3P1,0.0
MIR9-2,0.0
MIR615,0.0
MIR622,0.0
MIR650,0.0
TMED5,0.0
MIR1468,0.0
GUSBP10,0.0
UPRT,0.0
MIR155,0.0
MIR374A,0.0
MIR1264,0.0
MIR320C1,0.0
MIR1296,0.0
MIR1183,0.0
MIR1226,0.0
MIR1227,0.0
MIR1294,0.0
MIR1287,0.0
MIR1289-1,0.0
MIR1289-2,0.0
MIR1290,0.0
MIR1291,0.0
MIR548K,0.0
MIR1293,0.0
MIR1295A,0.0
MIR1285-2,0.0
MIR1297,0.0
MIR1299,0.0
MIR548L,0.0
MIR1302-1,0.0
MIR1302-3,0.0
MIR1302-4,0.0
MIR1302-5,0.0
MIR1286,0.0
MIR1285-1,0.0
MIR1228,0.0
MIR1202,0.0
MIR1229,0.0
MIR1231,0.0
MIR1234,0.0
MIR1236,0.0
MIR1237,0.0
MIR1238,0.0
MIR1200,0.0
MIR1203,0.0
MIR548J,0.0
MIR663B,0.0
MIR1204,0.0
MIR1205,0.0
MIR1206,0.0
MIR1207,0.0
MIR1208,0.0
MIR548E,0.0
LOC284798,0.0
LINC02800,0.0
LINC00299,0.0
SNORD114-2,0.0
TRNAU1AP,0.0
CCT6P1,0.0
RPL32P3,0.0
SNORD14E,0.0
GBP1P1,0.0
CEP170P1,0.0
RNU4-2,0.0
SCARNA18,0.0
SNORD117,0.0
SNHG4,0.0
SNHG9,0.0
ANP32AP1,0.0
NCF1B,0.0
NCF1C,0.0
SYS1-DBNDD2,0.0
USP32P1,0.0
GGTA1P,0.0
NBR2,0.0
ZNF273,0.0
SNHG1,0.0
SNORD110,0.0
SNORD90,0.0
SNORD91A,0.0
SNORD91B,0.0
SNORD92,0.0
SNORD93,0.0
SNORD98,0.0
SNORD99,0.0
SNORD111,0.0
OTUB1,0.0
SNORD112,0.0
GSTT4,0.0
GSTTP2,0.0
SLC6A10P,0.0
HOXC5,0.0
HSD17B7P2,0.0
ABCC13,0.0
SNORD114-1,0.0
SNORD114-3,0.0
SNORD88C,0.0
SNORD114-4,0.0
SNORD114-25,0.0
SNORD114-26,0.0
SNORD114-27,0.0
SNORD114-28,0.0
SNORD114-29,0.0
SNORD114-30,0.0
SNORD114-31,0.0
LGALS3,0.0
AFG3L1P,0.0
SNORD113-1,0.0
SNORD113-2,0.0
SNORD113-3,0.0
SNORD113-4,0.0
SNORD113-5,0.0
SNORD113-6,0.0
SNORD113-7,0.0
SNORD113-8,0.0
SNORD114-24,0.0
SNORD114-23,0.0
SNORD114-22,0.0
SNORD114-12,0.0
SNORD114-5,0.0
SNORD114-6,0.0
SNORD114-7,0.0
SNORD114-8,0.0
SNORD114-9,0.0
SNORD114-10,0.0
SNORD114-11,0.0
SNORD114-13,0.0
SNORD114-21,0.0
SNORD114-14,0.0
SNORD114-15,0.0
SNORD114-16,0.0
SNORD114-17,0.0
SNORD114-18,0.0
SNORD114-19,0.0
SNORD114-20,0.0
SNORD89,0.0
SNORD88B,0.0
H2BW4P,0.0
SNORA71D,0.0
SCARNA20,0.0
SCARNA21,0.0
SCARNA7,0.0
SCARNA13,0.0
SCARNA17,0.0
SCARNA22,0.0
SCARNA4,0.0
SCARNA23,0.0
SCARNA5,0.0
SCARNA8,0.0
SCARNA12,0.0
SCARNA15,0.0
SCARNA11,0.0
SCARNA16,0.0
SNORA47,0.0
SNORA53,0.0
SNORA26,0.0
SCARNA3,0.0
SCARNA1,0.0
SNORA80A,0.0
SNORA58,0.0
SNORA46,0.0
SNORA49,0.0
SNORA50A,0.0
SNORA51,0.0
SNORA54,0.0
SNORA55,0.0
SNORA56,0.0
SNORA60,0.0
SNORA50C,0.0
SNORA74B,0.0
SNORA81,0.0
SNORA5B,0.0
SNORA5C,0.0
SNORA7B,0.0
SNORA35,0.0
SNORA36B,0.0
SNORA71C,0.0
SNORA77,0.0
SNORD88A,0.0
SNORA78,0.0
SNORD49B,0.0
SNORD50B,0.0
SNORD17,0.0
SNORD59B,0.0
SNORD19,0.0
SNORD23,0.0
SNORD62B,0.0
RMRP,0.0
SNORD65,0.0
SNORD66,0.0
SNORD67,0.0
SNORD69,0.0
SNORD70,0.0
SPRR2C,0.0
PYY2,0.0
SNORD84,0.0
SNORD103C,0.0
SNORD45C,0.0
SNORD13,0.0
RPL23AP64,0.0
SNORD9,0.0
SNORA79,0.0
SNORA59B,0.0
SCARNA2,0.0
EIF3IP1,0.0
SNORA59A,0.0
SNORA1,0.0
SNORA25,0.0
SNORD12,0.0
GLYCAM1,0.0
SNORD11,0.0
SNORA32,0.0
SNORD5,0.0
SNORA16A,0.0
